Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2016-06-26,1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0.0,,,2016,Sacramento
2016-12-11,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,,conventional,2016,Atlanta
2016-04-10,1.03,312995.88,,30729.07,44982.2,111069.12,92085.27,10172.56,,conventional,2016,Detroit
2015-07-05,0.83,1320696.13,,334916.29,5388.47,145175.58,139670.52,5497.78,,conventional,2015,DallasFtWorth
2017-01-01,1.12,2878967.54,653896.0,1285364.27,64703.08,875004.19,719379.64,151226.51,,conventional,2017,Midsouth
2015-05-24,1.76,2882.1,,1617.67,3.78,309.41,0.0,309.41,0.0,organic,2015,Spokane
2015-12-20,0.98,25083647.17,,9329861.85,1201020.01,5842743.55,4618389.66,1025048.77,,conventional,2015,TotalUS
2016-07-24,1.21,136429.31,53040.76,6134.35,0.0,77254.2,65513.34,11740.86,,organic,2016,SouthCentral
2015-09-06,1.58,14379.6,2634.99,5041.08,717.8,5985.73,5977.42,8.31,,organic,2015,BaltimoreWashington
2017-04-30,1.66,13924.31,243.48,4877.17,0.0,8803.66,882.46,7921.2,,organic,2017,CincinnatiDayton
2018-01-21,1.62,12422.7,8.94,5461.01,246.99,6705.76,6703.12,2.64,,organic,2018,Charlotte
2016-08-28,1.69,3284.45,214.69,298.76,18.72,2752.28,2752.28,0.0,,organic,2016,HarrisburgScranton
2017-07-16,1.78,70097.22,,21752.43,156.17,46957.9,40900.26,6057.64,,organic,2017,Southeast
2015-08-23,1.25,111825.39,60641.9,19269.77,731.09,31182.63,20588.04,10594.59,,conventional,2015,Jacksonville
2017-03-05,1.01,20701.89,2110.61,5897.56,0.0,12693.72,12277.2,416.52,0.0,organic,2017,LasVegas
2015-07-19,1.46,4349.0,432.54,2342.56,0.0,1573.9,26.67,1547.23,,organic,2015,Columbus
2016-10-23,1.47,2287507.52,611972.37,851527.3,94122.62,729885.23,621196.02,104911.15,,conventional,2016,Midsouth
2015-08-16,1.16,817690.89,19193.94,609692.45,104997.44,83807.06,80018.54,3447.81,,conventional,2015,Chicago
2015-08-30,1.24,362232.28,212188.58,66569.74,73.73,83400.23,59815.95,23581.37,,conventional,2015,MiamiFtLauderdale
2017-10-08,1.97,3758.3,98.7,435.16,0.0,3224.44,3221.11,3.33,,organic,2017,MiamiFtLauderdale
2016-09-04,1.15,311176.62,77540.78,112618.27,230.96,120786.61,119477.01,1159.6,150.0,conventional,2016,HarrisburgScranton
2017-12-10,1.13,1021445.27,,277789.3,90891.04,510679.1,87489.87,423185.75,3.48,conventional,2017,Chicago
2015-05-03,1.17,552368.94,3828.64,429586.28,239.76,118714.26,115148.87,3565.39,,conventional,2015,Boston
2015-12-13,1.74,3893.76,558.34,1373.19,268.34,1693.89,1601.85,92.04,,organic,2015,SouthCarolina
2015-02-01,0.87,216653.06,111171.46,59739.98,21795.64,23945.98,16360.12,3422.61,4163.25,conventional,2015,Columbus
2016-12-11,1.52,7774.07,755.9,17.46,0.0,7000.71,6515.79,484.92,0.0,organic,2016,Pittsburgh
2018-02-11,0.72,1553404.16,,212945.5,5327.13,566715.68,461849.3,87861.7,,conventional,2018,DallasFtWorth
2016-02-28,1.13,342465.19,82100.44,66020.0,108296.25,86048.5,49708.39,19350.34,,conventional,2016,Detroit
2016-10-02,2.79,5562.0,790.45,3627.36,14.25,1129.94,1116.94,13.0,,organic,2016,WestTexNewMexico
2015-07-05,1.31,5903.4,536.02,4088.38,0.0,1279.0,290.0,989.0,,organic,2015,Columbus
2017-08-13,2.07,73309.74,4392.15,21953.83,234.58,46729.18,46723.25,5.93,0.0,organic,2017,NewYork
2015-08-23,1.07,589471.32,4744.11,488292.1,608.61,95826.5,95585.38,241.12,,conventional,2015,Boston
2017-08-13,1.27,10212.38,4.73,416.02,0.0,9791.63,5319.01,4472.62,0.0,organic,2017,BuffaloRochester
2017-08-13,1.37,534058.7,251178.4,62180.62,64.99,220634.69,148972.21,66092.48,,conventional,2017,Atlanta
2016-07-31,1.33,273951.5,59207.74,116645.19,25331.72,72766.85,68455.47,1258.6,,conventional,2016,RaleighGreensboro
2016-07-03,0.86,1026317.8,581532.54,106150.45,20212.32,318422.49,212681.56,91214.82,,conventional,2016,WestTexNewMexico
2017-09-03,1.14,666775.1,448083.06,71179.45,6037.95,141474.64,95618.57,45849.4,,conventional,2017,WestTexNewMexico
2016-01-31,0.64,1113755.21,663697.2,293461.52,21553.25,135043.24,83060.04,51983.2,,conventional,2016,PhoenixTucson
2017-09-03,1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,,conventional,2017,California
2016-05-22,0.92,204128.5,115616.52,18839.88,712.61,68959.49,56097.72,11396.65,,conventional,2016,Nashville
2016-05-15,1.41,2139.33,181.27,240.6,14.83,1702.63,1702.63,0.0,0.0,organic,2016,Pittsburgh
2017-01-08,1.1,230884.67,124108.53,31296.37,316.0,75163.77,52403.61,13645.16,,conventional,2017,NewOrleansMobile
2016-09-11,1.28,4456957.62,703699.41,2632018.36,25571.12,1095668.73,1028147.48,67007.79,513.46,conventional,2016,Northeast
2016-02-21,1.79,1282.87,,213.64,0.0,1045.62,1045.62,0.0,,organic,2016,Albany
2017-02-12,1.58,2375.9,20.27,426.9,0.0,1928.73,1244.86,683.87,,organic,2017,Boise
2015-04-19,1.44,23563.42,6897.03,4706.9,65.71,11893.78,683.33,11210.45,,organic,2015,Denver
2015-06-07,1.81,2834.45,,45.68,0.0,1073.33,1073.33,0.0,,organic,2015,Orlando
2015-12-27,1.16,173645.55,22694.58,98629.2,149.11,52172.66,51396.6,776.06,0.0,conventional,2015,HarrisburgScranton
2015-12-20,1.77,73826.41,5825.64,17999.1,2401.24,47600.43,40812.08,6788.35,0.0,,2015,Northeast
2017-03-26,1.7,7812.03,709.1,4844.72,260.45,1997.76,220.04,1777.72,,organic,2017,SouthCarolina
2016-10-30,1.13,576353.94,,239345.04,16411.08,221228.08,76674.6,144255.79,297.69,conventional,2016,Denver
2015-11-22,1.0,356414.57,269799.03,29732.3,501.16,56382.08,36992.3,19389.78,,,2015,Atlanta
2017-11-19,1.77,967886.13,88110.88,213230.36,834.3,665229.98,587077.23,77963.17,,organic,2017,TotalUS
2018-03-18,1.73,210067.47,33437.98,47165.54,110.4,129353.55,73163.12,56020.24,170.19,organic,2018,West
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,,conventional,2016,RichmondNorfolk
2016-06-12,1.34,850862.92,73620.83,507383.48,55744.03,214114.58,207727.87,3451.71,,conventional,2016,BaltimoreWashington
2016-08-14,1.43,415099.81,,201588.04,5607.24,186834.47,176028.76,9698.25,,conventional,2016,Philadelphia
2015-08-09,1.09,116317.58,45164.18,40962.84,76.24,30114.32,30114.32,0.0,0.0,conventional,2015,Roanoke
2015-08-16,0.77,815638.81,,154805.84,20866.49,150889.58,125836.94,25052.64,0.0,conventional,2015,WestTexNewMexico
2016-07-24,1.44,104126.3,1156.82,63920.78,61.8,38986.9,34596.9,0.0,4390.0,conventional,2016,BuffaloRochester
2017-03-26,1.57,375225.76,136446.55,190537.19,1187.45,47054.57,44746.86,95.41,2212.3,conventional,2017,Sacramento
2016-08-21,1.67,25714.0,4776.31,9485.6,4.93,11447.16,2931.29,8515.87,0.0,organic,2016,Portland
2018-02-18,1.36,25380.68,4546.52,787.2,0.0,20046.96,19653.07,393.89,,,2018,DallasFtWorth
2017-07-09,0.75,1347858.68,568223.72,232289.27,12866.51,534479.18,321383.07,213096.11,,conventional,2017,PhoenixTucson
2018-02-18,1.24,1413687.38,87283.86,909950.56,885.94,415567.02,392965.43,20809.09,,,2018,NewYork
2015-11-22,1.38,39100.45,846.69,22314.4,34.38,15904.98,15904.98,0.0,0.0,conventional,2015,Syracuse
2017-10-29,2.43,26592.14,1118.1,11280.32,16.56,14177.16,1095.88,13069.96,,organic,2017,Seattle
2016-11-27,0.82,854629.64,,173401.51,3567.44,152336.04,81852.59,70483.45,,conventional,2016,Houston
2017-12-17,1.59,8486.81,232.71,636.22,0.0,7617.88,7027.76,590.12,,organic,2017,MiamiFtLauderdale
2017-10-29,1.84,92281.1,,15386.24,96.43,75497.94,58528.26,16969.68,,organic,2017,Southeast
2015-05-10,2.0,3593.05,1577.96,1820.99,0.0,194.1,80.0,114.1,,organic,2015,StLouis
2015-03-08,1.24,439846.35,,190973.9,8269.01,69966.25,69941.69,8.24,,conventional,2015,Seattle
2015-03-01,1.09,49820.01,34980.14,14818.37,0.0,21.5,21.5,0.0,,,2015,SanFrancisco
2015-12-20,0.94,420476.44,130565.46,119298.5,25052.93,145559.55,111019.22,34540.33,,conventional,2015,SanDiego
2016-08-28,1.23,3998.13,7.91,2027.99,0.0,1962.23,460.0,1502.23,,organic,2016,Louisville
2016-10-23,1.58,542.85,,81.38,0.0,453.33,450.0,3.33,,organic,2016,MiamiFtLauderdale
2015-09-06,1.22,1340925.56,19894.27,1074698.43,1295.45,245037.41,201210.17,43820.11,,conventional,2015,NewYork
2016-03-20,1.37,81394.4,4674.16,36286.99,1909.17,38524.08,21286.24,17237.84,,,2016,Midsouth
2018-02-18,1.23,12131.04,542.58,103.62,0.0,11484.84,5283.46,6201.38,0.0,organic,2018,BuffaloRochester
2016-06-26,1.02,90301.82,24210.14,18081.59,3974.43,44035.66,44033.23,0.0,,conventional,2016,Spokane
2016-11-06,1.53,8022.27,891.35,73.99,0.0,7056.93,6634.74,422.19,,organic,2016,Pittsburgh
2016-07-03,2.16,10437.32,1027.88,4846.32,15.16,4547.96,3592.18,955.78,,organic,2016,Philadelphia
2015-08-02,1.05,148597.91,,30063.76,17344.74,23215.97,17997.33,3281.88,1936.76,conventional,2015,Columbus
2016-07-31,1.16,522678.71,156893.23,167605.98,18152.4,180027.1,156662.69,23324.41,,conventional,2016,SanDiego
2016-03-06,0.77,814614.77,548260.5,108856.08,38919.31,118578.88,89574.12,29004.76,0.0,conventional,2016,WestTexNewMexico
2017-02-12,1.13,176589.86,1277.43,107963.46,8309.17,59039.8,49076.31,6314.58,,conventional,2017,GrandRapids
2017-11-19,1.2,349206.0,,27720.0,907.0,108263.0,63245.0,45015.0,3.0,conventional,2017,Orlando
2016-09-11,1.36,3994.86,,25.63,0.0,3916.67,3893.34,23.33,,organic,2016,MiamiFtLauderdale
2016-04-03,1.01,181662.16,84765.99,27201.22,149.61,69545.34,27121.05,42424.29,,conventional,2016,Jacksonville
2017-12-24,1.33,407742.01,64005.13,141179.93,12577.34,189979.61,128039.05,61593.08,,,2017,Portland
2015-09-27,0.97,272925.76,,170341.44,4057.49,35317.04,31037.22,4279.82,,conventional,2015,LasVegas
2017-03-12,1.42,245928.12,,126552.09,107.88,67961.27,64446.7,3514.57,0.0,conventional,2017,HarrisburgScranton
2015-11-29,1.11,1099646.06,,364748.79,10648.01,263489.68,248449.51,14157.64,,conventional,2015,Plains
2017-01-08,1.61,5241.2,263.74,2764.44,0.0,2213.02,2213.02,0.0,,organic,2017,Roanoke
2015-03-01,1.71,24530.11,8762.48,14933.22,226.27,608.14,0.0,608.14,,organic,2015,Seattle
2016-09-11,0.87,47076.79,14889.88,28.98,0.0,32157.93,32087.93,70.0,,organic,2016,Houston
2017-09-10,2.09,56583.1,1504.55,16919.57,24.03,38117.92,19391.33,18726.59,0.0,organic,2017,Plains
2017-04-30,1.18,38315500.43,13316594.36,11291149.13,667996.83,13039760.11,9463810.58,3378923.98,,conventional,2017,TotalUS
2016-11-27,2.67,7148.3,46.61,3046.39,2.74,4052.56,4006.86,45.7,0.0,organic,2016,HartfordSpringfield
2016-06-19,0.89,232084.2,,19715.89,436.95,76906.66,62256.8,13376.53,,conventional,2016,Nashville
2017-08-27,1.91,2525.28,44.15,210.54,0.0,2270.59,2270.59,0.0,,organic,2017,Albany
2015-05-03,1.64,8315.7,4124.83,4001.1,0.0,189.77,189.77,0.0,,organic,2015,Sacramento
2018-02-11,0.87,723928.38,349354.58,39349.47,1608.23,333616.1,241870.49,89401.42,,conventional,2018,Atlanta
2017-11-26,2.01,59523.55,6444.55,21218.64,0.0,31860.36,31835.6,24.76,0.0,,2017,LosAngeles
2015-07-05,1.01,287571.95,94880.31,118022.58,15212.24,59456.82,58905.71,551.11,0.0,conventional,2015,RichmondNorfolk
2016-06-19,1.03,24427.82,,9121.58,0.0,14427.17,880.0,13547.17,0.0,organic,2016,Detroit
2017-10-22,1.8,168429.18,2401.85,39858.54,607.05,125561.74,115932.33,9629.41,0.0,organic,2017,Midsouth
2016-03-27,1.85,114767.54,4081.0,20857.17,2136.08,87693.29,77619.07,10074.22,,,2016,Northeast
2017-03-26,2.18,87897.32,12071.11,41311.15,90.5,34424.56,34341.53,83.03,,organic,2017,NewYork
2015-10-04,1.12,298222.53,,253346.07,248.25,40649.51,40431.73,217.78,,conventional,2015,NorthernNewEngland
2017-03-05,1.31,326142.89,137486.85,76876.57,4078.4,107701.07,78628.74,29047.33,,conventional,2017,SouthCarolina
2016-07-17,1.06,264253.28,82855.27,92471.42,9386.11,79540.48,69396.45,683.2,,conventional,2016,RichmondNorfolk
2016-03-13,1.7,3152.41,,126.9,9.86,976.67,976.67,0.0,0.0,organic,2016,Jacksonville
2015-02-01,1.29,27527.63,4823.79,10709.5,104.48,11889.86,1323.33,10566.53,,organic,2015,Denver
2018-02-04,1.5,21055.52,,300.03,6.03,20426.93,20329.15,97.78,,organic,2018,HarrisburgScranton
2015-11-15,1.33,23789.01,11293.76,3356.13,29.19,9109.93,1068.24,8041.69,,organic,2015,Denver
2017-07-23,1.17,141148.36,36513.08,40395.65,320.79,63918.84,58375.34,3505.26,,conventional,2017,Roanoke
2017-08-20,1.47,8511.04,990.99,14.06,0.0,7505.99,7502.66,3.33,,organic,2017,Pittsburgh
2017-01-15,1.38,1384264.04,14301.61,995747.96,58355.49,315858.98,275101.56,38860.92,1896.5,conventional,2017,NewYork
2017-01-01,1.53,3749.48,210.85,3088.93,0.0,449.7,62.22,387.48,,organic,2017,Nashville
2018-03-11,1.36,7149.27,605.53,123.61,0.0,6420.13,6237.77,182.36,,organic,2018,NewOrleansMobile
2016-06-19,1.44,800921.02,,459979.37,43427.34,87198.76,85053.17,1080.31,,conventional,2016,SanFrancisco
2016-03-27,1.46,7913.84,795.99,4082.73,0.0,3035.12,1350.0,1685.12,,organic,2016,Nashville
2016-05-29,1.19,890196.73,61989.17,577334.28,44265.84,206607.44,200150.21,3716.12,,conventional,2016,BaltimoreWashington
2017-10-15,1.81,182274.57,6137.38,59691.71,574.34,115871.14,21562.09,94257.73,,conventional,2017,CincinnatiDayton
2015-11-29,1.22,2593780.51,71191.69,1964333.5,3025.26,555230.06,513647.72,41582.34,,conventional,2015,Northeast
2017-12-10,1.74,26314.71,14.46,1541.99,0.0,24758.26,19905.51,4852.75,,organic,2017,Boston
2017-09-17,1.93,158623.92,3307.02,36351.09,628.33,118337.48,102794.03,15543.45,,organic,2017,Midsouth
2018-02-25,1.06,196615.34,,50954.95,6621.44,101355.9,74496.52,21698.04,,conventional,2018,Indianapolis
2016-11-27,1.64,761675.87,100240.54,198874.09,3381.69,459179.55,292770.32,166409.23,0.0,organic,2016,TotalUS
2017-08-13,2.12,6193.38,767.0,1410.92,0.0,4015.46,4008.79,6.67,,organic,2017,Orlando
2018-03-11,1.66,41969.83,583.18,32382.95,0.0,9003.7,8990.36,13.34,0.0,organic,2018,Chicago
2018-01-14,1.59,1476651.08,145680.62,323669.83,1580.01,1005593.78,858772.69,146808.97,12.12,organic,2018,TotalUS
2016-04-17,1.17,9508.72,377.86,5491.76,2.23,3636.87,689.32,2947.55,,organic,2016,Columbus
2016-10-02,1.71,790926.03,131467.24,272293.48,4904.25,382261.06,282727.98,99533.08,,organic,2016,TotalUS
2017-04-02,1.3,122384.82,13732.06,30991.3,17.58,77643.88,74785.28,2858.6,,organic,2017,LosAngeles
2017-02-26,1.25,307685.6,172780.16,46592.5,70.6,88242.34,53501.63,34737.38,3.33,conventional,2017,Orlando
2015-03-01,0.99,55595.74,629.46,45633.34,181.49,9151.45,8986.06,165.39,,conventional,2015,Albany
2017-11-19,1.98,122170.14,,47146.26,0.0,49055.36,49022.35,33.01,,organic,2017,California
2015-04-12,1.42,149583.28,3254.92,135705.27,0.0,10623.09,8421.24,2201.85,,organic,2015,GreatLakes
2015-05-03,2.14,18576.24,2667.08,11540.21,505.84,3863.11,3832.24,30.87,0.0,,2015,NewYork
2015-09-27,1.58,1477.67,,71.37,0.0,1395.59,1395.59,0.0,0.0,organic,2015,BuffaloRochester
2016-10-02,1.86,4651.52,199.5,142.72,18.24,4291.06,4282.53,8.53,,organic,2016,HarrisburgScranton
2017-11-26,1.5,62977.0,2413.0,49076.0,62.0,11426.0,5059.0,6368.0,0.0,conventional,2017,Albany
2015-12-06,1.19,1391.25,15.13,868.57,0.0,507.55,0.0,507.55,,organic,2015,Louisville
2015-02-15,0.94,169950.37,4399.26,122866.03,3067.22,39617.86,21356.07,17556.58,705.21,conventional,2015,CincinnatiDayton
2016-12-18,1.61,122728.42,18006.04,60993.65,176.75,43551.98,37872.37,5679.61,,organic,2016,California
2016-01-03,0.6,1295246.27,114121.88,526048.62,10374.52,644701.25,33033.97,611655.03,12.25,conventional,2016,Denver
2015-12-13,0.99,67431.18,22229.24,20738.68,2189.59,22273.67,22269.39,4.28,,conventional,2015,Spokane
2017-11-05,1.5,3425.86,,64.14,0.0,3358.16,3358.16,0.0,,organic,2017,Albany
2016-08-14,1.88,6737.38,3004.19,159.86,0.0,3573.33,3530.0,43.33,0.0,organic,2016,Orlando
2018-02-18,1.82,2275.91,72.52,810.01,0.0,1393.38,725.39,667.99,,organic,2018,Boise
2016-11-06,1.7,1141.59,,105.72,0.0,1034.87,1034.87,0.0,0.0,organic,2016,Syracuse
2015-02-01,1.28,64156.46,33408.72,10410.41,0.0,20337.33,19943.33,394.0,,organic,2015,SouthCentral
2016-05-29,1.35,8848.72,,4018.57,0.0,2963.65,883.61,2080.04,,organic,2016,Atlanta
2017-01-29,1.54,95499.48,3428.23,45235.31,2048.59,44787.35,33303.24,11484.11,,organic,2017,Midsouth
2015-04-19,1.26,13856.85,12200.72,522.8,0.0,1133.33,1133.33,0.0,0.0,organic,2015,Houston
2017-05-21,1.39,312273.14,87350.21,110400.31,6949.54,107573.08,104411.01,3162.07,,conventional,2017,RaleighGreensboro
2016-02-07,0.75,1040955.47,,347695.79,6322.02,576262.08,573866.81,1573.35,,conventional,2016,Seattle
2016-09-04,1.93,2088.07,645.19,996.54,0.0,446.34,22.53,423.81,,organic,2016,Spokane
2016-03-13,1.09,117245.31,11588.48,37583.32,0.0,68073.51,59198.13,8875.38,,organic,2016,LosAngeles
2015-12-20,1.11,642682.4,44741.37,434590.82,19112.14,144238.07,141751.91,2486.16,0.0,conventional,2015,BaltimoreWashington
2015-11-08,1.16,309186.06,5048.2,260745.71,171.88,43220.27,37770.33,5449.94,0.0,conventional,2015,HartfordSpringfield
2018-03-11,1.72,26924.36,1338.53,7520.53,0.0,18065.3,1900.73,16164.57,0.0,organic,2018,Portland
2016-09-04,1.04,37130688.91,14643465.52,11083513.46,540680.89,10863029.04,8555283.68,2214419.29,,conventional,2016,TotalUS
2016-02-21,1.07,33868.46,5720.97,2259.38,4.41,25883.7,15546.79,10336.91,,organic,2016,Denver
2017-01-15,0.53,1613159.67,,184545.5,2711.5,291152.19,242009.67,49139.19,,conventional,2017,Houston
2017-06-11,1.57,3490.48,261.56,0.0,0.0,3228.92,3228.92,0.0,,organic,2017,Pittsburgh
2015-06-07,1.64,4115.46,3240.32,118.98,12.83,743.33,743.33,0.0,,organic,2015,Jacksonville
2017-07-09,0.99,502774.82,119584.9,56064.04,43719.76,283406.12,232206.09,28983.01,,conventional,2017,Detroit
2016-09-18,0.86,6130653.55,3357771.2,1103971.44,16478.55,1652432.36,1446564.1,189481.99,16386.27,conventional,2016,SouthCentral
2015-09-27,0.84,1063583.86,533088.33,390554.54,25647.49,114293.5,101477.9,12776.1,39.5,conventional,2015,DallasFtWorth
2017-03-12,1.38,2883466.63,460240.32,1259335.82,211090.34,952800.15,549146.17,358275.0,,conventional,2017,GreatLakes
2017-12-17,1.24,253164.73,,70218.88,3459.14,99975.18,97660.72,2310.02,,conventional,2017,RaleighGreensboro
2017-08-27,1.41,333689.71,155801.96,65899.22,1788.77,110199.76,78518.11,24604.0,,conventional,2017,SouthCarolina
2015-12-20,1.55,62669.16,7341.18,45409.35,6.23,9912.4,4761.67,5150.73,0.0,organic,2015,GreatLakes
2017-10-22,2.41,1631.8,41.07,543.46,0.0,1047.27,127.12,915.59,,organic,2017,Boise
2017-07-09,1.43,550195.13,371243.58,67379.1,239.94,111332.51,44355.87,55317.47,11659.17,conventional,2017,MiamiFtLauderdale
2018-02-25,1.3,4162.96,154.36,133.07,0.0,3875.53,1645.95,2229.58,,organic,2018,Syracuse
2015-05-24,1.61,1654.85,434.29,16.56,0.0,1204.0,1204.0,0.0,,organic,2015,NewOrleansMobile
2017-12-24,1.89,8393.5,1385.31,1425.12,0.0,5583.07,5555.33,27.74,,organic,2017,LasVegas
2015-11-22,1.54,1000.86,7.77,724.33,2.59,266.17,13.34,252.83,,organic,2015,Boise
2016-11-27,0.79,17342.81,198.25,4476.76,0.0,12667.8,506.67,12161.13,,,2016,CincinnatiDayton
2016-03-20,0.76,649914.07,159593.34,189449.0,21444.94,279426.79,228122.01,51304.78,,conventional,2016,SanDiego
2017-05-07,2.11,4181.73,0.0,260.65,0.0,3921.08,1018.47,2902.61,,organic,2017,Syracuse
2016-10-09,1.99,1434.77,83.91,770.3,0.0,580.56,580.56,0.0,,,2016,GrandRapids
2017-03-12,2.33,14160.84,2593.91,5686.31,15.17,5865.45,5865.45,0.0,,organic,2017,Philadelphia
2017-12-31,0.81,194627.58,63533.54,44810.59,99.22,86184.23,64304.28,21865.75,14.2,conventional,2017,Roanoke
2016-01-03,1.53,2057.45,229.67,1187.16,0.0,640.62,304.07,336.55,,organic,2016,Indianapolis
2017-08-20,2.42,14113.65,1007.89,7203.91,0.0,5901.85,5871.85,30.0,,organic,2017,SanDiego
2017-11-19,1.12,1729745.0,963556.0,315619.0,4554.0,446016.0,341806.0,104210.0,,conventional,2017,Plains
2015-10-04,1.92,2887.52,283.25,2418.74,3.78,181.75,12.59,169.16,,organic,2015,Spokane
2017-02-26,1.33,103906.0,37871.78,26478.19,1492.92,38063.11,31339.0,6724.11,,conventional,2017,Pittsburgh
2016-01-31,1.22,88551.72,2259.16,61619.09,1456.3,23217.17,17454.05,5763.12,,conventional,2016,Pittsburgh
2015-02-08,0.91,5871224.58,2908845.38,2200393.89,149458.93,612526.38,553682.71,56311.08,,conventional,2015,California
2016-04-17,1.49,6440.23,211.2,2959.0,321.24,2948.79,2501.42,447.37,,organic,2016,RaleighGreensboro
2016-12-04,1.36,12252.47,529.77,4890.87,0.0,6831.83,6310.2,521.63,,organic,2016,Detroit
2016-12-25,1.26,80688.76,21519.08,23868.08,961.58,34340.02,30455.29,3884.73,,conventional,2016,Pittsburgh
2017-06-18,1.5,238389.11,45186.48,131057.91,86.44,62058.28,55129.91,2569.76,,conventional,2017,HarrisburgScranton
2016-10-23,1.08,993986.41,420151.75,240421.45,3183.27,330229.94,323804.52,4850.5,,conventional,2016,DallasFtWorth
2016-10-16,1.15,5308225.44,1613263.25,1052993.06,102563.1,2539406.03,1566289.88,970943.65,2172.5,conventional,2016,West
2015-06-07,1.75,2094.36,1085.62,19.75,0.0,988.99,988.99,0.0,,,2015,MiamiFtLauderdale
2016-07-31,1.1,5463799.79,,1254400.92,95280.92,2239890.63,1730972.57,505626.06,,conventional,2016,West
2015-09-06,1.02,232157.91,2462.55,154106.32,8956.92,66632.12,19499.39,45312.94,,conventional,2015,CincinnatiDayton
2017-03-26,1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,,conventional,2017,California
2017-02-19,1.23,139949.65,72634.25,18683.75,89.88,48541.77,19864.06,28137.71,,conventional,2017,Jacksonville
2015-07-12,0.82,1144448.23,713425.63,319277.99,4382.19,107362.42,102573.93,4008.88,,conventional,2015,DallasFtWorth
2017-10-08,2.37,153186.84,25306.59,26921.31,62.43,100896.51,65388.81,35461.95,45.75,organic,2017,West
2017-08-27,1.32,304000.24,99924.49,29648.99,23558.08,150868.68,133119.35,5877.48,,conventional,2017,Detroit
2015-04-12,0.72,1266899.55,871511.12,288420.79,12596.79,94370.85,85100.44,9261.6,,conventional,2015,DallasFtWorth
2015-04-05,2.13,3420.17,1254.85,2065.32,0.0,100.0,100.0,0.0,0.0,organic,2015,StLouis
2015-02-08,1.65,2953.53,883.0,7.2,0.0,2063.33,2063.33,0.0,,,2015,Tampa
2017-06-18,1.34,263858.47,63136.38,95583.32,6670.12,98468.65,93661.14,1772.51,3035.0,conventional,2017,RaleighGreensboro
2015-08-02,2.12,13852.18,,8910.09,213.73,2798.37,2798.37,0.0,,organic,2015,NewYork
2016-11-20,1.5,5122.16,351.78,41.08,0.0,4729.3,2454.44,2274.86,,organic,2016,Tampa
2015-09-20,1.2,161443.98,,46906.06,41261.83,47353.43,38940.45,8412.98,0.0,conventional,2015,Charlotte
2017-09-24,2.05,138458.82,34599.22,63107.77,1.57,40750.26,40700.41,49.85,,organic,2017,California
2015-12-27,1.25,308546.88,9778.07,208945.03,530.89,89292.89,82776.35,6513.36,,conventional,2015,Philadelphia
2015-09-06,1.36,9622.66,7609.04,67.49,0.0,1946.13,1790.0,156.13,,organic,2015,Houston
2015-01-04,1.05,321823.77,4966.76,264351.96,14.68,52490.37,52490.37,0.0,0.0,conventional,2015,NorthernNewEngland
2016-08-21,2.08,9183.92,4111.69,2936.92,0.0,2135.31,523.78,1611.53,,organic,2016,PhoenixTucson
2017-03-26,2.44,6509.21,2084.95,3599.7,0.0,824.56,824.56,0.0,0.0,organic,2017,Sacramento
2015-05-24,1.18,236189.46,,38773.04,9.0,62241.03,62233.36,7.67,,conventional,2015,StLouis
2015-11-15,1.5,57245.86,25332.33,4491.84,2.84,27418.85,27000.42,418.43,,organic,2015,SouthCentral
2015-06-14,1.32,89631.3,850.58,55400.94,4377.19,29002.59,28343.14,659.45,,conventional,2015,Albany
2017-04-30,1.4,259279.19,61897.14,51045.63,294.91,146041.51,37095.98,108945.53,,organic,2017,West
2016-01-24,1.31,15316.04,1368.36,8300.29,0.0,5647.39,756.65,4890.74,,organic,2016,SanDiego
2016-08-07,1.49,753570.45,189861.8,463372.96,28987.5,71348.19,70181.66,869.31,297.22,conventional,2016,SanFrancisco
2017-08-13,1.38,109713.0,,40274.6,137.22,43060.56,36751.94,4721.95,,conventional,2017,Roanoke
2015-08-02,1.88,28234.61,9411.45,7533.08,820.16,10469.92,8399.35,2070.57,,organic,2015,Southeast
2015-05-17,0.67,1013049.67,739725.96,167185.6,4706.99,101431.12,77703.34,23727.78,,conventional,2015,PhoenixTucson
2016-12-11,0.7,923022.14,97136.34,256730.42,11762.18,557393.2,554442.99,1653.04,,conventional,2016,Portland
2017-05-14,0.92,6551804.0,3340446.93,1114123.07,22104.73,2075129.27,1494262.46,545591.74,35275.07,conventional,2017,SouthCentral
2015-02-15,1.41,10958.57,7081.47,827.1,0.0,3050.0,3050.0,0.0,,organic,2015,DallasFtWorth
2015-09-27,1.01,109274.98,44983.72,44626.23,84.32,19580.71,19577.65,0.0,,conventional,2015,Roanoke
2015-05-24,1.0,4298514.96,3209533.78,311176.56,30510.18,747294.44,457338.88,289932.34,23.22,conventional,2015,Southeast
2017-08-27,1.37,11184.42,,181.75,0.0,10809.22,9102.12,1707.1,,organic,2017,BuffaloRochester
